"BehaviorSpace results (NetLogo 6.2.0)"
"HUMAT_COVID_visitors_measure_FINAL.nlogo"
"opinion_behavior"
"01/13/2022 11:53:05:671 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-45","45","-45","45"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"inquiry-opinion-change","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"extra_exp_satisfaction_per_hour","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01"
"values-importance-parameter","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"parametrize-importances?","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"social-influence-per-tick","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001"
"repulsion?","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true"
"max_attraction_dif","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50"
"no_contact_accept_probability","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20"
"values_satisfaction_opinion_contribution","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"inquiry_probability","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"make_contact_probability","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"[reporter]","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS"
"[final]","28.58","30.6","25.09","27.87","25.16","25.66","25.66","28.39","26.12","21.38","35.79","30.73","35.09","37.92","34.87","34.9","30.41","30.7","33.77","35.8","46.8","43.49","40.92","43.71","48.04","38.94","45.9","42.92","43.22","42.1","47.01","53.14","53.7","53.61","48.09","54.97","61.79","54.11","53.17","53.15","58.77","56.57","58.52","58.77","56.26","53.78","57.44","55.85","60.35","56.62","66.84","63.11","64.79","64.47","64.86","64.68","63.06","64.67","64.45","63.69","60.05","67.28","69.98","63.66","65.8","65.42","67.02","65.23","66.27","68.59","69.42","65.91","68.73","67.96","68.65","68.54","69.49","68.91","69.05","68.67","70.28","69.43","70.52","69.26","71.32","68.41","73.89","67.81","70.53","68.94","66.16","70.33","70.91","73.55","68.33","72.67","69.3","70.25","71.84","72.6"
"[min]","28.51","30.6","25.09","27.73","25.16","25.66","25.66","28.19","26.12","21.38","35.79","30.73","35.09","37.85","34.87","34.9","30.38","30.66","33.73","35.8","46.8","43.49","40.79","43.71","47.99","38.94","45.77","42.9","43.08","42","45.74","46.77","52.05","48.14","46.34","50.38","56.42","51.69","51.95","49.77","49.52","54.48","50.3","46.99","45.95","48.17","50.28","46.28","47.43","49.78","54.45","51.02","49.69","54.16","46.91","49.88","49.37","47.73","52.02","49.69","45.93","50.3","50.63","49.14","49.22","50.07","50.77","49.43","49.1","53.23","52.16","51.58","49.36","52.19","51.45","49.27","50.15","52.14","52.61","56.05","46.34","49","50.58","45.69","51.44","49.43","52.23","41.22","50.97","52.09","51.59","48.1","52.27","49.88","44.98","49.25","52.5","45.98","51.73","56.41"
"[max]","52.67","54.93","46.18","47.69","47.3","47.71","51.32","51.83","52.51","49.69","53.21","51.12","53.45","54.05","53.42","53.37","47.04","46.05","46.3","52.61","53.5","52.52","45.35","49.54","54.24","45.34","54.95","52.03","51.21","47.94","48.16","53.16","53.7","53.69","48.09","55.1","61.81","54.86","53.87","53.15","58.77","57","58.52","58.77","56.26","53.78","57.44","55.87","60.35","56.62","66.84","63.14","64.79","64.47","64.86","64.68","63.06","64.67","64.45","63.69","60.05","67.28","69.98","63.66","65.8","65.46","67.02","65.23","66.28","68.59","69.42","65.91","68.73","67.96","68.65","68.7","69.49","68.91","69.05","68.67","70.28","69.46","70.52","69.26","71.32","68.5","73.89","67.81","70.53","68.94","66.16","70.33","70.95","73.57","68.33","72.67","69.3","70.25","71.84","72.6"
"[mean]","38.286393169513005","41.10911286963766","33.55146189087928","35.780662224073275","34.099100374843324","34.03309870887115","35.81426072469798","36.56206164098321","35.887925864223334","31.866726364014895","43.168683881715765","38.66928779675117","42.449183673469086","44.367534360682924","42.56432319866714","42.56844648063311","37.19283631820091","36.471332778009014","38.810674718866984","42.733486047480355","49.783090379009266","47.13924198250767","42.62635568513138","46.69719283631827","50.53694294044173","42.14773011245276","49.12902124114998","46.530191586838534","46.520953769263336","44.79429820907967","46.44630987088708","50.48265306122397","52.78674718867097","51.49855060391481","47.21362765514416","53.46612244897968","59.972919616826495","54.20131611828385","52.92035818409004","51.295406080799545","54.7488379841731","55.94528946272403","54.16428987921735","54.37767596834676","51.98308621407732","51.18857975843356","53.79520616409807","52.30854227405255","55.30082882132427","54.03279466888776","62.71735526863753","58.74178259058776","59.10627655143685","61.11441066222437","58.25747188671359","59.17432736359794","57.370866305705945","57.37568096626398","59.52427321949159","58.63147438567246","54.37088296543114","60.982548937942646","62.49345689296079","58.37235318617206","59.757909204498034","60.86970012494784","61.34297376093259","58.76840899625136","59.743865056226504","62.56281132861317","62.383440233236435","60.45540191586861","61.68116618075818","62.387267805081635","62.75578925447708","61.216522282382215","61.49187421907518","63.34293211162016","63.32503540191568","64.07185755935022","61.66371511870062","61.749187838400154","63.405955851728564","61.314189920866546","63.69941690962055","61.98157017909251","66.76794252394845","57.44194085797596","63.953390254060736","62.86174927113672","60.00049562682239","61.91264473136209","64.63274885464445","65.31167013744214","59.20307371928326","64.08052061641035","63.30139941690897","62.090487296958976","64.30755935027065","67.56975010412349"
"[steps]","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400","2400"

"[all run data]","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS","mean [opinion_measure] of HUMATS"
,"52.67","54.82","46.18","47.69","47.3","47.71","51.32","51.83","52.51","49.69","53.21","51.12","53.45","54.05","53.42","53","46.88","45.91","46.19","51.82","52.64","52.52","44.92","49.08","54.24","45.34","54.94","52.03","51.21","47.91","48.15","46.77","52.42","48.5","47.04","50.4","56.42","52.08","52.1","49.87","49.56","54.48","50.3","47.12","45.95","48.26","51.17","46.41","47.69","49.94","54.45","51.02","49.69","54.18","46.91","49.88","49.37","47.73","52.02","49.69","45.93","50.3","50.63","49.14","49.22","50.07","50.96","49.43","49.1","53.23","52.16","51.58","49.36","52.23","51.45","49.27","50.15","52.14","52.61","56.05","46.34","49","50.58","45.69","51.74","49.43","52.23","41.22","50.97","52.18","51.59","48.1","52.27","49.88","44.98","49.25","52.5","45.98","51.73","56.41"
,"52.67","54.82","46.18","47.69","47.3","47.71","51.32","51.83","52.51","49.69","53.21","51.12","53.45","54.05","53.42","53","46.88","45.91","46.19","51.82","52.64","52.52","44.92","49.08","54.24","45.34","54.94","52.03","51.21","47.91","48.15","46.77","52.42","48.5","47.04","50.4","56.42","52.08","52.1","49.87","49.56","54.48","50.3","47.12","45.95","48.26","51.17","46.41","47.69","49.94","54.45","51.02","49.69","54.18","46.91","49.88","49.37","47.73","52.02","49.69","45.93","50.3","50.63","49.14","49.22","50.07","50.96","49.43","49.1","53.23","52.16","51.58","49.36","52.23","51.45","49.27","50.15","52.14","52.61","56.05","46.34","49","50.58","45.69","51.74","49.43","52.23","41.22","50.97","52.18","51.59","48.1","52.27","49.88","44.98","49.25","52.5","45.98","51.73","56.41"
