"extra_exp_satisfaction_per_hour,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,,""0.01"",,,"
"inquiry-opinion-change,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,,""0.2"",,,"
"break-the-rule-effect,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,,""0.02"",,,"
"parametrize-importances?,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,"
"social-influence-per-tick,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,,""0.001"",,,"
"repulsion?,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,,""true"",,,"
"no_contact_accept_probability,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,,""20"",,,"
"max_attraction_dif,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,,""50"",,,"
"values_satisfaction_opinion_contribution,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,,""0.5"",,,"
"inquiry_probability,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,,""1"",,,"
"make_contact_probability,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,,""10"",,,"
"allowed_contacts_per_day,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,,""2"",,,,""4"",,,,""6"",,,"
"[steps],""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"",""2400"""
